799,Papa CaNa,NULL,Restauración,Guajara,GENERAL SANTA CRUZ LAGUNA,S/N,CC Alcampo,NULL,,
800,Pizzería Hermanos Antolín ,NULL,Restauración,Las Chumberas,FERNANDO DIAZ CUTILLAS,3,Local 3,NULL,,
801,Tasca El Abuelo,NULL,Restauración,Las Chumberas,VOLCAN VESUBIO,310,NULL,NULL,,
802,La Finissima Maxipizza,NULL,Restauración,Centro,HERACLIO SANCHEZ,35,NULL,www.lafinissima.es,,
803,KSA Mario,NULL,Restauración,Centro,HERACLIO SANCHEZ,46,NULL,NULL,,
804,Restaurante Suribachi,NULL,Restauración,Centro,HERACLIO SANCHEZ,25,NULL,NULL,,
805,Boccaccio,NULL,Restauración,Centro,HERACLIO SANCHEZ,27,NULL,NULL,,
806,La Consentida,NULL,Restauración,Centro,HERRADORES,105,NULL,NULL,,
807,Restaurante Jardín Chino,NULL,Restauración,Centro,CATEDRAL,Local 1,NULL,NULL,,
808,Rincón Palmero,NULL,Restauración,San Benito,JUANA BLANCA,15,NULL,NULL,,
809,Kin Tu Restaruante,NULL,Restauración,La Milagrosa,CALVO SOTELO,1,NULL,NULL,,
810,Da Canio 8 ,NULL,Restauración,La Milagrosa,SAN CRISTOBAL,27,NULL,NULL,,
811,Tapasté,NULL,Restauración,La Milagrosa,SAN CRISTOBAL,37,NULL,NULL,,
812,Wasaki Sushi,NULL,Restauración,La Milagrosa,ELIAS SERRA RAFOLS,4,NULL,NULL,,
813,Concepción XX,NULL,Restauración,Centro,CONCEPCION (LA),20,NULL,NULL,,
814,Con Limón y Sal,NULL,Restauración,Centro,CONCEPCION (LA),4,NULL,NULL,,
815,Essentia,NULL,Restauración,Centro,OBISPO REY REDONDO,113,NULL,NULL,,
816,Narual Wok Sushi Bar ,NULL,Restauración,Centro,OBISPO REY REDONDO,13,NULL,NULL,,
817,Sorgin Gorri,NULL,Restauración,Centro,OBISPO REY REDONDO,S/N,NULL,NULL,,
818,Cofradia La Laguna,NULL,Restauración,Centro,TABARES DE CALA,9,NULL,NULL,,
819,Fotocopias Drago,NULL,Servicios,Gracia,HORNERA (LA),41,NULL,NULL,,
820,Tejin´sec,NULL,Servicios,Tejina,FELIPE CASTILLO,12,NULL,NULL,,
821,Academia Galfir,NULL,Servicios,La Higuerita,MENCEYES (LOS),184,Avda. de Los Menceyes, local 12.,www.galfir.com,
822,Autoescuela Velox,NULL,Servicios,La Higuerita,MENCEYES (LOS),184,Avda. de Los Menceyes, Local 15,www.grupovelox.com,
823,Peluquería Laura,NULL,Servicios,La Higuerita,MENCEYES (LOS),144,NULL,Peluquería Laura,,
824,Thyssenkrupp Elevadores SLU,NULL,Servicios,La Higuerita,MENCEYES (LOS),263,Edificio Goya,www.thyssenkruppelevadores.com,,
825,C.E.I La Higuerita,NULL,Servicios,La Higuerita,ALFONSO GARCIA RAMOS,17,NULL,NULL,,
826,Centro de Reparaciones de Tenerife, S.L.,NULL,Servicios,Gracia,MENCEYES (LOS),115,NULL,www.crt-sl.com,
827,Curves La Cuesta,NULL,Servicios,La Higuerita,MENCEYES (LOS),248,NULL,Curves La Cuesta,,
828,D'D.ORT Peluquería,NULL,Servicios,La Higuerita,MENCEYES (LOS),243,NULL,NULL,,
829,Cerrajería Hernández Canarias S.L.,NULL,Servicios,La Higuerita,MENCEYES (LOS),249,NULL,NULL,,
830,Unipresalud,NULL,Servicios,La Higuerita,MENCEYES (LOS),259,NULL,www.unipresalud.com,,
831,Asesoría Reyes,NULL,Servicios,La Higuerita,RETAMA DEL TEIDE,1,NULL,NULL,,
832,Clínical Dental Pilar Martín Proboca,NULL,Servicios,San Benito,DON QUIJOTE,21 - 22q,NULL,www.proboca.es,,
833,Tintorería Mila,NULL,Servicios,San Benito,SAN ANTONIO,51,NULL,NULL,,
834,Centro de Quiromasaje y Belleza Aura,NULL,Servicios,San Benito,CANDILAS,17,NULL,NULL,,
835,Johnny Peluqueros,NULL,Servicios,San Benito,JUANA BLANCA,40,Local 3,NULL,,
836,Clinica Mediden Mayo,NULL,Servicios,San Benito,SABINO BERTHELOT,29,NULL,www.clinicamedidentmayo.wpweb.es,,
837,Cima S. L.,NULL,Servicios,San Benito,ARZOBISPO ELIAS YANES,44,NULL,wwww.cimacanarias.com,,
838,Taller Mengacar,NULL,Servicios,Los Majuelos,PILAR (EL),55,NULL,NULL,,
839,Comercial Impermeca,NULL,Servicios,Las Chumberas,LIBERTAD (LA),74,urbanización La Hornera,NULL,,
840,Inversiones Global Express SL.,B-38977153,Servicios,Gracia,CTRA.GENERAL,114,local 2,www.nacex.es,,
841,Cris-Cla IV,NULL,Servicios,Gracia,HORNERA (LA),17,NULL,www.criscla.es,,
842,Alexander School of English,NULL,Servicios,Gracia,MARTE,3,NULL,www.alexanderschool.es,,
843,Cristobal Báez González Asesoría,NULL,Servicios,Gracia,SAN PANCRACIO,2,urb Mackay,www.asesoriacristobalbaez.es,,
844,Centro Infantil La Bola de Cristal,E-38973533,Servicios,Las Mercedes,MERCEDES (DE LAS),58,camino de Las Mercedes,www.centroinfantilboladecirstal.com,,
845,Carpintería Los Álamos,NULL,Servicios,Las Mercedes,JARDINA,16,NULL,NULL,,
846,La CabaNa del Sarantonton,NULL,Servicios,Las Mercedes,REPUBLICA ARGENTINA,85,NULL,NULL,,
847,Cerrajería y Luminosos Demófilo,NULL,Servicios,Las Mercedes,MERCEDES (DE LAS),239,camino de Las Mercedes,NULL,,
848,Aluminios Benito Santana Tavío,NULL,Servicios,Las Mercedes,FRANCISCO BAEZ,3,NULL,NULL,,
849,C. L. La Selva,NULL,Servicios,Las Mercedes,MERCEDES (DE LAS),59 - 6,camino de Las Mercedes,NULL,,
850,Construcciones  El Retamal,NULL,Servicios,Las Mercedes,REPUBLICA ARGENTINA,57,NULL,www.construccionesretamalsl.com,,
851,Aluminios Carpal S.L.,NULL,Servicios,Las Mercedes,VIEJO LAS MERCEDES,S/N,NULL,www.alulminioscarpal.com,,
852,Francisco Hernández Báez ,NULL,Servicios,Las Mercedes,JARDINA,8,calle Sonzalianez,NULL,,
853,Cumbustibles Melián,NULL,Servicios,Las Mercedes,AL MONTE LAS MERCEDES,Km 1.8,NULL,NULL,,
854,Carpintería de Aluminio Francisco Javier Hernández Mesa,NULL,Servicios,Las Mercedes,GONZALIANEZ (MERCEDES),10,NULL,NULL,,
855,Senderista MontaNa y Formación,43781112-Z,Servicios,Las Mercedes,REPUBLICA ARGENTINA,76,1º piso local 1,www.senderisla.com,,
856,Transporexca Tin SL.,NULL,Servicios,Las Mercedes,MERCEDES (DE LAS),32,NULL,NULL,,
857,Tgas Las Mercedes,NULL,Servicios,Las Mercedes,AL MONTE LAS MERCEDES,65 A,NULL,NULL,,
858,Gestiones Pymecan Sal,NULL,Servicios,Las Mercedes,AL MONTE LAS MERCEDES,38,Las Canteras,www.pymecan.com,,
859,Maq. Soldar ,B-38265112,Servicios,Las Mercedes,RUA (LA),116,NULL,www-maqsoldar.es,,
860,Damfer,NULL,Servicios,Finca EspaNa,CARTAGENA,S/N,Valle Colino,www.famfercarpnteriademadera.com,,
861,Ceinca,NULL,Servicios,San Miguel de Geneto,CARMEN (EL) GENETO,12,NULL,NULL,,
862,New Sat Tenerife,NULL,Servicios,San Miguel de Geneto,NUESTRA SENORA DE LAS MERCEDES,10,barrio del Hurón,NULL,,
863,Flores Ceremonias y Banquetes,NULL,Servicios,San Miguel de Geneto,PICONERA (LA) GENETO,10,NULL,NULL,,
864,Academia Corazones de Tejina SL ,NULL,Servicios,Tejina,JOSE A RODRIGUEZ AMADOR,29,B6,academiacorazonesdetejina.es,,
865,Combustibles Geneto,NULL,Servicios,San Bartolomé de Geneto,SAN BARTOLOME DE GENETO,315,NULL,NULL,,
866,Papeliría Acuarela,NULL,Servicios,Gracia,HORNERA (LA),86,NULL,NULL,,
867,Bauty Hair,NULL,Servicios,Gracia,HORNERA (LA),1,NULL,NULL,,
868,Acosta Gráfica SL,NULL,Servicios,La Milagrosa,DOCTOR ZAMENHOFF,26,local 2,www.acostagrafica.com,,
869,Viajes Orion La Laguna,NULL,Servicios,La Milagrosa,ELIAS SERRA RAFOLS,18,NULL,NULL,,
870,Foto Impacto,NULL,Servicios,La Milagrosa,BARCELONA,3,NULL,www.fotoimpacto.es,,
871,Fotocopias Domingo Pérez Batista,NULL,Servicios,La Milagrosa,DELGADO BARRETO,32,NULL,NULL,,
872,Mefesa,NULL,Servicios,San Miguel de Geneto,BOCATUERTA,S/N,NULL,NULL,,
873,J. Cabrera SL,NULL,Servicios,San Bartolomé de Geneto,SAN BARTOLOME DE GENETO,213,NULL,NULL,,
874,Domingo González Rodríguez SL,NULL,Servicios,San Miguel de Geneto,CRUCES (LAS),24,NULL,NULL,,
875,Campac,NULL,Servicios,San Miguel de Geneto,CTRA.GENERAL SAN MIGUEL DE GENETO,153,NULL,NULL,,
876,Pasteur,NULL,Servicios,Barrio Nuevo,DOCTOR PASTEUR,57,NULL,NULL,,
877,Aeonium Comunicación ,NULL,Servicios,Barrio Nuevo,GUANCHES (LOS),3,NULL,NULL,,
878,Centro de Reconocimiento Médico San Benito,NULL,Servicios,San Benito,JOSE MARIA BALCELLS,local 50,Bloque 109,centrodereconicimientosanbenito.com,,
879,Good For You,NULL,Servicios,Gracia,OSA MENOR,56,NULL,NULL,,
880,Precisión TinerfeNa,NULL,Servicios,La Higuerita,RETAMA DEL TEIDE,17-19,NULL,www.precisiontinerfeNa.es,,
881,Macario Prieto Y Asociados ,NULL,Servicios,La Higuerita,ALVARO MARTIN DIAZ,43,NULL,NULL,,
882,Bunker Instalaciones,NULL,Servicios,La Higuerita,SANTA MARIA SOLEDAD TORRES ACOSTA,23,NULL,NULL,,
883,Luis Figueroa Santana,NULL,Servicios,La Higuerita,MARIA ROSA ALONSO,9,NULL,NULL,,
884,Comunidad de Bienes Gesycon,NULL,Servicios,La Higuerita,MARIA ROSA ALONSO,12,NULL,NULL,,
885,Fesolco,NULL,Servicios,La Higuerita,MENCEYES (LOS),144,NULL,NULL,,
886,Arcostone SL,NULL,Servicios,La Cuesta,BENTEJUI,7,Valle Tabares,NULL,,
887,Iskra,NULL,Servicios,Barrio Nuevo,ARANJUEZ,14,NULL,NULL,,
888,Tintorería El Matiz SL,NULL,Servicios,Barrio Nuevo,GUANCHES (LOS),23,NULL,NULL,,
889,Farmacia Cebrián ,NULL,Servicios,Barrio Nuevo,OBISPO PEREZ CACERES,67,NULL,NULL,,
890,Salón de Belleza Harmony,NULL,Servicios,Barrio Nuevo,PUENTE (EL) BARRIO NUEVO,S/N,NULL,NULL,,
891,Farmacia El Ortigal,NULL,Servicios,El Ortigal,CANADA (LA) EL ORTIGAL,140,NULL,NULL,,
892,Óptica Giolev,NULL,Servicios,Guamasa,GENERAL DEL NORTE,S/N,NULL,NULL,,
893,Cres ,NULL,Servicios,Barrio Nuevo,ARANJUEZ,1,NULL,NULL,,
894,Autoescuela Laguna,NULL,Servicios,Barrio Nuevo,GUANCHES (LOS),5,NULL,NULL,,
895,Clic Peluqueros,NULL,Servicios,Barrio Nuevo,PUENTE (EL) BARRIO NUEVO,4,NULL,NULL,,
896,Peluquería Juan,NULL,Servicios,Barrio Nuevo,PUENTE (EL) BARRIO NUEVO,3,NULL,NULL,,
897,Graficas Sigu y García,NULL,Servicios,San Benito,LUCAS VEGA,5,NULL,NULL,,
898,Imprenta Olga Sokolovs ,NULL,Servicios,Las Mercedes,JARDINA,8,NULL,NULL,,
899,Servigraf,NULL,Servicios,San Lázaro,GEMELOS (LOS),13,NULL,NULL,,
900,Clínica Dental Concepción Mercedes León Martínez,NULL,Servicios,Centro,VIANA,20,NULL,NULL,,
901,Clínica Dental Ana María ,NULL,Servicios,Centro,TRINIDAD (DE),3,NULL,NULL,,
902,Clínica Dental Adelantado,NULL,Servicios,Centro,ADELANTADO,5,NULL,NULL,,
903,Salón de Belleza Luci,NULL,Servicios,Centro,OBISPO REY REDONDO,38,1ª Planta,NULL,,
904,Peluquería Unisex Nasnia,NULL,Servicios,Tejina,PALMITA (LA),23,NULL,NULL,,
905,Peluquería Gara,NULL,Servicios,Tejina,ARRIBA,14,NULL,NULL,,
906,Comunidad de Bienes Casin,                    ,Servicios,San Benito,ALFREDO TORRES EDWARD,2,NULL,NULL,,
907,Salón Carlos Spaboni,NULL,Servicios,San Benito,SAN JUAN,28,NULL,NULL,,
908,D´Proyect,NULL,Servicios,San Benito,BARTOLOME CAIRASCO,4,NULL,NULL,,
909,Peluquería Juan Manuel,NULL,Servicios,Centro,HERMANOS MARRERO,4,NULL,NULL,,
910,Diana A. Gutierrez Suárez Peluquería,NULL,Servicios,San Lázaro,SABINO BERTHELOT,8,NULL,NULL,,
911,Guillermina Cardenes Peluquería,NULL,Servicios,San Benito,SAN HONORATO,13,NULL,NULL,,
912,Basi Nieto Peluquería,NULL,Servicios,Centro,CIPRES,23,NULL,NULL,,
913,Carlos Darias Díaz Peluquería ,NULL,Servicios,San Matías,SAN SALVADOR,40,NULL,NULL,,
914,Centro de Estética Celia Pereira,NULL,Servicios,Centro,JUNTA SUPREMA,18,NULL,NULL,,
915,Clanear girasol,NULL,Servicios,Valle de Guerra,CANTILLO,9,NULL,NULL,,
916,Centro de Estética Atrevete,NULL,Servicios,San Benito,BALTASAR NUNEZ,2,NULL,NULL,,
917,Centros Korpo´s,NULL,Servicios,Valle de Guerra,PUERTO ESCONDIDO,22,NULL,NULL,,
918,Clubvenyvuela.com,NULL,Servicios,San Bartolomé de Geneto,COROMOTO,8,NULL,NULL,,
919,Frompeca Constructora,NULL,Servicios,San Benito,SAN ANTONIO,55 - 57,NULL,NULL,,
920,Clínica Dental Cristina Beatriz Saadi Fernández,NULL,Servicios,Tejina,TEJINA TACORONTE,4,Carretera General Tejina - Tacoronte,NULL,,
921,Centro Digital,NULL,Servicios,Centro,SEIS DE DICIEMBRE,1,local 7,www.tencolordigital.com,,
922,Asesoría Marichal,NULL,Servicios,Centro,SEIS DE DICIEMBRE,8-2,NULL,NULL,,
923,Farmacia Antonio González León ,NULL,Servicios,Centro,TRINIDAD (DE),9,NULL,NULL,,
924,Federópticos San Agustín ,NULL,Servicios,Centro,TRINIDAD (DE),21,NULL,NULL,,
925,Clínica Vital Dent,NULL,Servicios,Centro,TRINIDAD (DE),34,NULL,NULL,,
926,Centro Logopédico Macarena,NULL,Servicios,El Coromoto,BARQUISIMETO,3,Barquisimeto,NULL,,
927,Psicólogo Rafael Arteaga González ,NULL,Servicios,Centro,HERRADORES,4,calle Herradores ,NULL,,
928,Guardería El Trampolin,NULL,Servicios,La Higuerita,RECTOR JOSÉ CARLOS ALBERTO BETHENCOURT,S/N,NULL,NULL,,
929,Centro de Estética Adami,NULL,Servicios,La Higuerita,RECTOR JOSÉ CARLOS ALBERTO BETHENCOURT,S/N,NULL,NULL,,
930,Servigest Viajes SLU,NULL,Servicios,Centro,HERRADORES,105,Herradores ,NULL,,
931,La Peluquería de Pedro,NULL,Servicios,Centro,TRINIDAD (DE),BL 19,NULL,NULL,,
932,Mundo Color Fotografía,NULL,Servicios,Centro,OBISPO REY REDONDO,8,NULL,NULL,,
933,Opencel Estetica,NULL,Servicios,Centro,OBISPO REY REDONDO,11,Cl Obispo Rey Redondo 11 Cp 38201,NULL,,
934,Viajes Halcón,NULL,Servicios,Centro,OBISPO REY REDONDO,47,Cl Obispo Rey Redondo 47 Cp 38201,NULL,,
935,Óptica +Vision,NULL,Servicios,Centro,OBISPO REY REDONDO,49,Cl Obispo Rey Redondo 49 Cp 38201,NULL,,
936,Farmacia Lecuona,NULL,Servicios,Centro,OBISPO REY REDONDO,52,NULL,NULL,,
937,Funeraria Hipólito,NULL,Servicios,Centro,JUEGO (EL),5,NULL,NULL,,
938,Zapatenerife,NULL,Servicios,Centro,JUEGO (EL),12,NULL,NULL,,
939,Sabanda Viajes,NULL,Servicios,Centro,HERACLIO SANCHEZ,27,NULL,NULL,,
940,Farmacia Rodríguez Ibánez  ,NULL,Servicios,Centro,HERACLIO SANCHEZ,44,Cl Heraclio Sanchez 44 Cp 38204,NULL,,
941,Revolution Tatoo Body Piercing,NULL,Servicios,Centro,HERACLIO SANCHEZ,25,NULL,NULL,,
942,Max Esthetic Clinic,NULL,Servicios,Centro,HERRADORES,2,Cl Herradores 02 Cp 38204,NULL,,
943,Peluqueria Figaro,NULL,Servicios,Centro,HERRADORES,10,Cl Herradores 08 Cp 38204,NULL,,
944,Boutique de La Fotografia,NULL,Servicios,Centro,HERRADORES,20,Cl Herradores 20 Cp 38204,NULL,,
945,STEEL TEMPLE CULT,NULL,Servicios,Centro,HERACLIO SANCHEZ,24,NULL,NULL,,
946,Viajes Gaviota ,NULL,Servicios,Centro,HERRADORES,26,NULL,NULL,,
947,Optica Visionlab,NULL,Servicios,Centro,HERRADORES,45,NULL,NULL,,
948,Dinasaurio ,NULL,Servicios,Centro,OBISPO REY REDONDO,13,NULL,NULL,,
949,Curves,NULL,Servicios,Centro,NUNEZ DE LA PENA,44,NULL,NULL,,
950,Peluquería Frans,NULL,Servicios,La Milagrosa,CATEDRAL,2,NULL,NULL,,
951,Multiopticas,NULL,Servicios,Centro,HERRADORES,93,Cl Herradores 93 Cp 38201,NULL,,
952,Víveres Martín,NULL,Servicios,Centro,NUNEZ DE LA PENA,12,NULL,NULL,,
953,Foto Aguere,NULL,Servicios,Centro,NUNEZ DE LA PENA,39,NULL,NULL,,
954,Peluquería Negrín,NULL,Servicios,Centro,NUNEZ DE LA PENA,68,NULL,NULL,,
955,BGA Electrótica,NULL,Servicios,Centro,NUNEZ DE LA PENA,70,NULL,NULL,,
956,Atxona,NULL,Servicios,Centro,NUNEZ DE LA PENA,90,NULL,NULL,,
957,Asesoría Integral Laguna,NULL,Servicios,Centro,AGUERE,S/N,NULL,NULL,,
958,Óptica Rapp,NULL,Servicios,Centro,CONCEPCION (LA),3,NULL,NULL,,
959,Distinción Peluqueros,NULL,Servicios,Centro,CONCEPCION (LA),14,NULL,NULL,,
960,Sala Conca,NULL,Servicios,Centro,CONCEPCION (LA),21,Pz La Concepcion  Cp 38201,NULL,,
961,Axa Seguros,NULL,Servicios,Centro,CONCEPCION (LA),24,NULL,NULL,,
962,Farmacia Mª Carmen Pintor,NULL,Servicios,San Benito,SAN JUAN,5,NULL,NULL,,
963,Beautiful,NULL,Servicios,Centro,SAN JUAN,40,NULL,NULL,,
964,Electromolina SA,NULL,Servicios,La Cuesta,BENTEJUI,1,Valle Tabares,NULL,,
965,Natur House tienda de nutrición,NULL,Servicios,San Benito,SAN ANTONIO,25,NULL,NULL,,
966,Natur House,NULL,Servicios,La Higuerita,SANTA MARIA SOLEDAD TORRES ACOSTA,3,NULL,NULL,,
967,Alapyme,NULL,Servicios,Centro,HERRADORES,S77,NULL,NULL,,
968,Amadeus Soluciones Tecnológicas,NULL,Servicios,Centro,TRINIDAD (DE),26,NULL,NULL,,
969,Guillén asesores,NULL,Servicios,Centro,HERACLIO SANCHEZ,27,NULL,NULL,,
970,Gestoría Marrero,NULL,Servicios,Centro,CAPITAN BROTONS,3,NULL,NULL,,
971,Colegio Máyex,NULL,Servicios,Centro,SANTIAGO CUADRADO,14,NULL,NULL,,
972,Meca Centro,NULL,Servicios,Centro,TRINIDAD (DE),5,NULL,NULL,,
973,Lucas Artes Plásticas,NULL,Servicios,Centro,TRINIDAD (DE),26,NULL,NULL,,
974,Musical Paz Cerezo,NULL,Servicios,Centro,CAPITAN BROTONS,24,NULL,NULL,,
975,Escuela Kung Fu Laoshan,NULL,Servicios,Centro,CABRERA PINTO,51,NULL,NULL,,
976,Gimnasio Viana,NULL,Servicios,Centro,VIANA,77,NULL,NULL,,
977,Big Orange Videoclub,NULL,Servicios,San Benito,MARQUES DE CELADA,95,NULL,NULL,,
978,Deka Gestores,NULL,Servicios,San Benito,MARQUES DE CELADA,71,NULL,NULL,,
979,Asesoría Mercedes Morales,NULL,Servicios,San Benito,MARQUES DE CELADA,88,NULL,NULL,,
980,Sairanac Asesores,NULL,Servicios,San Benito,MARQUES DE CELADA,72,NULL,NULL,,
981,Peluquería Nora,NULL,Servicios,San Benito,MARQUES DE CELADA,62,NULL,NULL,,
982,Tintorería Rome,NULL,Servicios,San Benito,MARQUES DE CELADA,51,NULL,NULL,,
983,M&F Masajes ,NULL,Servicios,San Benito,MARQUES DE CELADA,47,NULL,NULL,,
984,Taller de Bicis Moy,NULL,Servicios,San Benito,MARQUES DE CELADA,21,NULL,NULL,,
985,Centro Credit,NULL,Servicios,San Benito,BALTASAR NUNEZ,18,NULL,www.inmobiliariacentrocredit.es,,
986,Atrévete Peluuería,NULL,Servicios,San Benito,BALTASAR NUNEZ,2,NULL,NULL,,
987,Clínica Dental Anaga San Benito,NULL,Servicios,San Benito,LUCAS VEGA,6,NULL,NULL,,
988,Asesoría Mena Y Cía,NULL,Servicios,San Benito,LUCAS VEGA,80,NULL,NULL,,
989,Centro Infantil Arlequin,NULL,Servicios,San Benito,LUCAS VEGA,81,NULL,NULL,,
990,Axixuma Asesores,NULL,Servicios,San Benito,LUCAS VEGA,75,NULL,NULL,,
991,Broker Laguna,NULL,Servicios,San Benito,LUCAS VEGA,41,NULL,NULL,,
992,Hermeiza e Hijos,NULL,Servicios,San Benito,LUCAS VEGA,29,NULL,NULL,,
993,Nova Estética,NULL,Servicios,San Benito,LUCAS VEGA,2,NULL,NULL,,
994,Cercasa,NULL,Servicios,San Benito,CANDELARIA (LA),18,NULL,NULL,,
995,Wadisen Psicomotriz,NULL,Servicios,San Benito,CANDELARIA (LA),21,NULL,NULL,,
996,Bronnze,NULL,Servicios,San Benito,CANDELARIA (LA),27,NULL,NULL,,
997,Quintercon SL.,NULL,Servicios,San Benito,CANDELARIA (LA),27,NULL,NULL,,
998,Fly Luxury Center,NULL,Servicios,San Benito,CANDELARIA (LA),27,NULL,NULL,,
999,Movistar Telefonía Móvil,NULL,Servicios,Centro,SEIS DE DICIEMBRE,S/N,NULL,NULL,,
1000,Laguna Sport,NULL,Servicios,San Benito,JUANA BLANCA,2,NULL,NULL,,
1001,MGS Seguros,NULL,Servicios,San Benito,JUANA BLANCA,2,Puerta L 2,NULL,,
1002,Clínica Veterinaria Iris,NULL,Servicios,San Benito,JUANA BLANCA,18,NULL,NULL,,
1003,Yoigo,NULL,Servicios,San Benito,JUANA BLANCA,43,NULL,NULL,,
1004,Centro Óptico Aguere,NULL,Servicios,Centro,SEIS DE DICIEMBRE,7,NULL,NULL,,
1005,Gabinete de Estética África & Vichy,NULL,Servicios,Centro,NUNEZ DE LA PENA,5,1º,NULL,,
1006,Aseguradora Catalana Occidente,NULL,Servicios,Centro,NUNEZ DE LA PENA,S/N,NULL,NULL,,
1007,Fatima Torres Pérez Peluquería,NULL,Servicios,Centro,NUNEZ DE LA PENA,70,NULL,NULL,,
1008,Hermanos Dávila ,NULL,Servicios,San Benito,JUANA BLANCA,36,NULL,NULL,,
1009,Infozona,NULL,Servicios,San Matías,GRAN REY,19,San Matías,NULL,,
1010,Peluquería Rosy,NULL,Servicios,San Matías,GRAN REY,29,NULL,NULL,,
1011,Infriman Climatizaciones ,NULL,Servicios,San Matías,SANTO ANGEL DE LA GUARDA,34,NULL,NULL,,
1012,Autoescuela Teide ,NULL,Servicios,San Miguel de Geneto,CTRA.GENERAL SAN MIGUEL DE GENETO,162,NULL,NULL,,
1013,TRUCCO AZAFATAS SL,NULL,Servicios,Gracia,OSA MAYOR,95,C/OSA MAYOR ,NULL,,
1014,Trucco Estética ,NULL,Servicios,Gracia,OSA MAYOR,95,Derecha bajo,wwwtruccoestética.com,,
1015,Happland Parque Infantil ,NULL,Servicios,Barrio Nuevo,OBISPO PEREZ CACERES,6,NULL,NULL,,
1016,Colegio La Salle,NULL,Servicios,La Verdellada,SALLE (LA),7,NULL,NULL,,
1017,Residencia Universitaria Santo Tomás de Aquino ,NULL,Servicios,La Verdellada,REAL,42,NULL,NULL,,
1018,Formación Cip ,NULL,Servicios,La Verdellada,SEMINARIO VIEJO,S/N,NULL,NULL,,
1019,Escuela superior de Estudios Técnico de Canarias,NULL,Servicios,La Verdellada,REAL,S/N,NULL,NULL,,
1020,Lucete,NULL,Servicios,Barrio Nuevo,PUENTE (EL) BARRIO NUEVO,24,NULL,NULL,,
1021,Opción Jurídica.Com,NULL,Servicios,Barrio Nuevo,DOCTOR MARANON,38,NULL,NULL,,
1022,Innovática,NULL,Servicios,Barrio Nuevo,MOLINOS DE AGUA,38,NULL,NULL,,
1023,Cerrajería Roberto SL.,NULL,Servicios,Las Mercedes,MERCEDES (DE LAS),115,NULL,NULL,,
1024,El taller de Isa ,NULL,Servicios,Las Mercedes,AL MONTE LAS MERCEDES,31,LAS CANTERAS,NULL,,
1025,Ortopedia Las Canteras,NULL,Servicios,Las Mercedes,REPUBLICA ARGENTINA,141,NULL,NULL,,
1026,Academiacep Laguna,NULL,Servicios,Las Mercedes,LORA TAMAYO,S/N,NULL,www.ceplaguna.com,,
1027,Ana Lobo Estilista,NULL,Servicios,Las Mercedes,RUA (LA),30,NULL,Ana Lobo Estilista,,
1028,Agencia Publicidad Blanray ,NULL,Servicios,Las Mercedes,REPUBLICA ARGENTINA,76,oficina 2,Bicácaro Producciones y Eventos,,
1029,Centro Infantil La Selva,NULL,Servicios,Las Mercedes,AL MONTE LAS MERCEDES,59,NULL,NULL,,
1030,Centro Terapeutico,NULL,Servicios,Las Mercedes,ENRIQUE CASTRILLO CRUZ,34,NULL,NULL,,
1031,Clínica Veterinaria Las Canteras,NULL,Servicios,Las Mercedes,AL MONTE LAS MERCEDES,54,NULL,www.veterinarialascanteras.es,,
1032,Decroly Colegio,NULL,Servicios,Las Mercedes,MERCEDES (DE LAS),125,NULL,NULL,,
1033,Despacho Profesional,NULL,Servicios,Las Mercedes,REPUBLICA ARGENTINA,76,1º - 4,NULL,,
1034,Farmacia Las Canteras,NULL,Servicios,Las Mercedes,REPUBLICA ARGENTINA,129,Las Canteras,NULL,,
1035,Fisioterapia Ahara,NULL,Servicios,Las Mercedes,AL MONTE LAS MERCEDES,29,Las Canteras,fisioterapiaahara.com,,
1036,Hacolen Centro de Logopedia y Psicología ,NULL,Servicios,Las Mercedes,RUA (LA),14,NULL,NULL,,
1037,Peluquería Mercy,NULL,Servicios,Las Mercedes,REPUBLICA ARGENTINA,106,NULL,NULL,,
1038,Transportes y Gruas Sisi SL.,NULL,Servicios,Las Mercedes,AL MONTE LAS MERCEDES,20,NULL,NULL,,
1039,Transvimar,NULL,Servicios,Las Mercedes,REPUBLICA ARGENTINA,76,NULL,www.transvimar.com,,
1040,Vídeo Club Las Canteras,NULL,Servicios,Las Mercedes,MERCEDES (LAS),NULL,Las Canteras,NULL,,
1041,Farmacia Felicitas,NULL,Servicios,Barrio Nuevo,HERMANO PEDRO,2,NULL,NULL,,
1042,Fitness Jocha Gym,NULL,Servicios,Barrio Nuevo,ARTURO VERGARA RODRIGUEZ,S/N,NULL,NULL,,
1043,Gimnasio Eurogym,NULL,Servicios,Barrio Nuevo,ARANJUEZ,16,NULL,NULL,,
1044,Medicina Estética Miguel Ángel Dorta Álvarez ,NULL,Servicios,Barrio Nuevo,PUENTE (EL) BARRIO NUEVO,2,NULL,NULL,,
1045,MRW,NULL,Servicios,Barrio Nuevo,ARANJUEZ,2,NULL,NULL,,
1046,Peluquería Chic ,NULL,Servicios,Barrio Nuevo,PUENTE (EL) BARRIO NUEVO,4,NULL,NULL,,
1047,Peluquería Flequillo,NULL,Servicios,Barrio Nuevo,DRAGO (EL) BARRIO NUEVO,46,NULL,NULL,,
1048,Peluquería Mayerlin & Company,NULL,Servicios,Barrio Nuevo,DOCTOR MARANON,14,local 14,NULL,,
